"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Golvellius: Valley of Doom","US","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Maou Golvellius","JP","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Golvellius","SA","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"GP Rider","US","Driving,Racing,Arcade","The hottest in motercycle racing games! Show your stuff on mind boggling courses against the top riders and machines in the world!","6.0","5.5","n/a","Sega","1993 ","http://www.gamefaqs.com/sms/570227-gp-rider"
"Gradius II","US","Action,Shooter,Scrolling","Gradius II is an Action game, developed and published by Zemina,which was released in Korea in 1987.","n/a","5.5","n/a","Zemina","1987 ","http://www.gamefaqs.com/sms/712463-gradius-ii"
"Nemesis 2","KO","Action,Shooter,Scrolling","Gradius II is an Action game, developed and published by Zemina,which was released in Korea in 1987.","n/a","5.5","n/a","Zemina","1987 ","http://www.gamefaqs.com/sms/712463-gradius-ii"
"Great Baseball","US","Sports,Traditional,Baseball,Sim","You're the manager. And you can field a total of 26 ball teams to battle for league leadership. Pick the team of your choice. Designate the starting pitcher. Then, play ball! And get ready for some of the most exciting baseball since the game was invented. Will it be a slugging match? Apitching duel? Need a pinch hitter or relief pitcher? You decide. It just takes the right strategy. A cool head. And sure ball control. And if you want batting practice, call up The Home Run Contest. A great feature of Great Baseball that lets you swing at 20 perfect pitches. It's going... It's going... It's gone!","10.0","6.0","","Sega","1987 ","http://www.gamefaqs.com/sms/588078-great-baseball"
"The Pro Yakyuu: Pennant Race","JP","Sports,Traditional,Baseball,Sim","You're the manager. And you can field a total of 26 ball teams to battle for league leadership. Pick the team of your choice. Designate the starting pitcher. Then, play ball! And get ready for some of the most exciting baseball since the game was invented. Will it be a slugging match? Apitching duel? Need a pinch hitter or relief pitcher? You decide. It just takes the right strategy. A cool head. And sure ball control. And if you want batting practice, call up The Home Run Contest. A great feature of Great Baseball that lets you swing at 20 perfect pitches. It's going... It's going... It's gone!","10.0","6.0","","Sega","1987 ","http://www.gamefaqs.com/sms/588078-great-baseball"
"Great Baseball (Japan)","US","Sports,Traditional,Baseball,Arcade","Great Baseball (Japan) is a Sports game, published by Sega,which was released in Japan in 1985.","n/a","6.0","n/a","Sega","Dec 15, 1985 ","http://www.gamefaqs.com/sms/570161-great-baseball-japan"
"Great Baseball","JP","Sports,Traditional,Baseball,Arcade","Great Baseball (Japan) is a Sports game, published by Sega,which was released in Japan in 1985.","n/a","6.0","n/a","Sega","Dec 15, 1985 ","http://www.gamefaqs.com/sms/570161-great-baseball-japan"
"Great Basketball","US","Sports,Traditional,Basketball,Sim","This is basketball at the professional level. Full of international competition from the first jump ball to the last jump shot. Whether it's four on three or three on two - the action is fast and furious. And there are no favorites in this demanding play. You'll be called for double dribbling, cheered for every slam-dunk and carried off the court for making the winning free throw. But so will your opponent. So go for it. Your tough offense can put a 'fast break' in the opposing team's stride while your defense remains solid as a rock. But think fast - because two can play at this game - and only one can win!","n/a","5.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588079-great-basketball"
"Great Basket","SA","Sports,Traditional,Basketball,Sim","This is basketball at the professional level. Full of international competition from the first jump ball to the last jump shot. Whether it's four on three or three on two - the action is fast and furious. And there are no favorites in this demanding play. You'll be called for double dribbling, cheered for every slam-dunk and carried off the court for making the winning free throw. But so will your opponent. So go for it. Your tough offense can put a 'fast break' in the opposing team's stride while your defense remains solid as a rock. But think fast - because two can play at this game - and only one can win!","n/a","5.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588079-great-basketball"
"Great Basketball","US","Sports,Traditional,Basketball,Sim","This is basketball at the professional level. Full of international competition from the first jump ball to the last jump shot. Whether it's four on three or three on two - the action is fast and furious. And there are no favorites in this demanding play. You'll be called for double dribbling, cheered for every slam-dunk and carried off the court for making the winning free throw. But so will your opponent. So go for it. Your tough offense can put a 'fast break' in the opposing team's stride while your defense remains solid as a rock. But think fast - because two can play at this game - and only one can win!","n/a","5.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588079-great-basketball"
"Great Basket","SA","Sports,Traditional,Basketball,Sim","This is basketball at the professional level. Full of international competition from the first jump ball to the last jump shot. Whether it's four on three or three on two - the action is fast and furious. And there are no favorites in this demanding play. You'll be called for double dribbling, cheered for every slam-dunk and carried off the court for making the winning free throw. But so will your opponent. So go for it. Your tough offense can put a 'fast break' in the opposing team's stride while your defense remains solid as a rock. But think fast - because two can play at this game - and only one can win!","n/a","5.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588079-great-basketball"
"Great Football","US","Sports,Traditional,Football,Sim","Playoff fever grips you. And no wonder. You're the driving force that can take your football team to the top in this rough and tumble contest between the leagues. The outcome of the game is in your hands. As the quarterback, you select the plays. Line up the formations. Call the signals and carry the ball. Cut down your opponent with deadly blocking. Intercept a pass. Make a flying tackle. All you need is skill. Strategy. Cunning. And nerve. For non-stop action that charges across the screen. You decide to pass. It looks good. Touchdown!","n/a","4.3","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/570160-great-football"
"Great Golf","US","Sports,Traditional,Golf,Sim","Keep your head down. Eyes on the ball. Grip the club firmly... and swing. Welcome to the Sega Master's Tournament where you need to play better than 'par' if you want to win. So tee-up for some real fun. And remember to play with caution. This championship course has been groomed for a truly competitive challenge. Eighteen holes full of roughs, bunkers and water hazards will put your nerves to a real test. But not to worry. You've got some clever moves to meet the challenge of a 'dog leg' fairway or a tricky green. So go for a sneaky slice or hard hook to outplay the rest. Winner takes all! FORE!","2.0","4.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588080-great-golf"
"Masters Golf","JP","Sports,Traditional,Golf,Sim","Keep your head down. Eyes on the ball. Grip the club firmly... and swing. Welcome to the Sega Master's Tournament where you need to play better than 'par' if you want to win. So tee-up for some real fun. And remember to play with caution. This championship course has been groomed for a truly competitive challenge. Eighteen holes full of roughs, bunkers and water hazards will put your nerves to a real test. But not to worry. You've got some clever moves to meet the challenge of a 'dog leg' fairway or a tricky green. So go for a sneaky slice or hard hook to outplay the rest. Winner takes all! FORE!","2.0","4.0","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588080-great-golf"
"Great Golf (Japan)","US","Sports,Traditional,Golf,Sim","Great Golf (Japan) is a Sports game, published by Sega,which was released in Japan in 1986.","n/a","6.0","n/a","Sega","Dec 20, 1986 ","http://www.gamefaqs.com/sms/570165-great-golf-japan"
